x,y,phi,alpha,P
0.0,0.0,0.007698213345142382,2.0,0.40842337314713745
0.0,0.03333333333333333,0.01347024847587605,2.049138187145309,0.5735756379619997
0.0,0.06666666666666667,0.018044042348899947,2.09643311523818,0.7058591664593378
0.0,0.1,0.021794229767704898,2.1416922292793874,0.8353988823715612
0.0,0.13333333333333333,0.024926592005415492,2.1847053562034096,0.9596636886597736
0.0,0.16666666666666666,0.02756820464850505,2.225245121601804,1.077858538787433
0.0,0.2,0.029804399755355357,2.263068312314702,1.1895149692697125
0.0,0.23333333333333334,0.031695873847091625,2.2979184719828694,1.2940656746344963
0.0,0.26666666666666666,0.03328746625361263,2.3295300089280375,1.390720865089838
0.0,0.3,0.034613054021733036,2.3576340341204136,1.4784530689573039
0.0,0.3333333333333333,0.03569847076023353,2.381966011250105,1.5560348476041566
0.0,0.36666666666666664,0.036563351266742546,2.402275079994993,1.6221135241653704
0.0,0.4,0.03722236398115708,2.418334617360803,1.6753160391540005
0.0,0.43333333333333335,0.037686078363204846,2.4299532720483654,1.714374998641943
0.0,0.4666666666666667,0.0379615947612153,2.436985418726535,1.738261035761141
0.0,0.5,0.03805299080552102,2.439339828220179,1.7463011220808544
0.0,0.5333333333333333,0.03796159476121534,2.436985418726535,1.7382610357611412
0.0,0.5666666666666667,0.037686078363204895,2.4299532720483654,1.7143749986419454
0.0,0.6,0.03722236398115714,2.418334617360803,1.6753160391540032
0.0,0.6333333333333333,0.03656335126674259,2.402275079994993,1.6221135241653717
0.0,0.6666666666666666,0.03569847076023355,2.381966011250105,1.556034847604157
0.0,0.7,0.03461305402173306,2.357634034120414,1.4784530689572952
0.0,0.7333333333333333,0.033287466253612674,2.3295300089280375,1.390720865089838
0.0,0.7666666666666666,0.03169587384709167,2.2979184719828694,1.2940656746345056
0.0,0.8,0.02980439975535541,2.2630683123147017,1.189514969269722
0.0,0.8333333333333334,0.027568204648505075,2.225245121601804,1.0778585387874342
0.0,0.8666666666666667,0.0249265920054155,2.1847053562034096,0.9596636886597745
0.0,0.9,0.021794229767704905,2.1416922292793874,0.8353988823715617
0.0,0.9333333333333333,0.01804404234889996,2.09643311523818,0.7058591664593383
0.0,0.9666666666666667,0.013470248475876056,2.049138187145309,0.5735756379620003
0.0,1.0,0.007698213345142386,2.0,0.40842337314713784
0.03333333333333333,0.0,0.01347024847587605,2.049138187145309,0.5735756379619997
0.03333333333333333,0.03333333333333333,0.02422906082744648,2.1,0.7029333035010166
0.03333333333333333,0.06666666666666667,0.03300863823657252,2.149074391389371,0.7903200792645705
0.03333333333333333,0.1,0.04030794159374098,2.1961595189594703,0.8841144132683761
0.03333333333333333,0.13333333333333333,0.046448458822030074,2.241032168798583,0.9796427231827297
0.03333333333333333,0.16666666666666666,0.05164739306211223,2.283447493940356,1.0743818690267906
0.03333333333333333,0.2,0.0560583194472465,2.323139770406018,1.1666894904608558
0.03333333333333333,0.23333333333333334,0.05979392440720843,2.3598245749008617,1.2552190591823473
0.03333333333333333,0.26666666666666666,0.06293915734729229,2.3932028189410675,1.3386519206623217
0.03333333333333333,0.3,0.0655591462408005,2.4229670385730993,1.4155849469682398
0.03333333333333333,0.3333333333333333,0.06770415128375476,2.448810197918568,1.4845071601564588
0.03333333333333333,0.36666666666666664,0.06941278457382763,2.4704369859013,1.5438380926802804
0.03333333333333333,0.4,0.0707141865616161,2.4875771634341706,1.5920140080551248
0.03333333333333333,0.43333333333333335,0.0716295564516291,2.5,1.6276085760445271
0.03333333333333333,0.4666666666666667,0.07217325561306004,2.50752833793604,1.6494690880364216
0.03333333333333333,0.5,0.072353584289328,2.5100505063388336,1.6568431667580517
0.03333333333333333,0.5333333333333333,0.0721732556130601,2.50752833793604,1.6494690880364216
0.03333333333333333,0.5666666666666667,0.0716295564516292,2.5,1.6276085760445285
0.03333333333333333,0.6,0.07071418656161621,2.4875771634341706,1.592014008055127
0.03333333333333333,0.6333333333333333,0.0694127845738277,2.4704369859013,1.5438380926802822
0.03333333333333333,0.6666666666666666,0.06770415128375479,2.448810197918568,1.4845071601564612
0.03333333333333333,0.7,0.06555914624080056,2.4229670385730993,1.4155849469682364
0.03333333333333333,0.7333333333333333,0.06293915734729233,2.3932028189410675,1.338651920662322
0.03333333333333333,0.7666666666666666,0.05979392440720848,2.359824574900862,1.255219059182348
0.03333333333333333,0.8,0.056058319447246575,2.323139770406018,1.166689490460861
0.03333333333333333,0.8333333333333334,0.05164739306211227,2.283447493940356,1.0743818690267923
0.03333333333333333,0.8666666666666667,0.046448458822030095,2.241032168798583,0.9796427231827313
0.03333333333333333,0.9,0.040307941593741,2.1961595189594703,0.8841144132683768
0.03333333333333333,0.9333333333333333,0.033008638236572546,2.149074391389371,0.7903200792645709
0.03333333333333333,0.9666666666666667,0.024229060827446497,2.1,0.7029333035010175
0.03333333333333333,1.0,0.013470248475876058,2.049138187145309,0.5735756379620002
0.06666666666666667,0.0,0.018044042348899947,2.09643311523818,0.7058591664593377
0.06666666666666667,0.03333333333333333,0.03300863823657252,2.149074391389371,0.79032007926457
0.06666666666666667,0.06666666666666667,0.045509671673114885,2.2,0.8288506914333535
0.06666666666666667,0.1,0.05604931674597178,2.2490003996803196,0.8814224568545989
0.06666666666666667,0.13333333333333333,0.06499186728628092,2.2958405421207706,0.9424465682166345
0.06666666666666667,0.16666666666666666,0.0726041725649924,2.34025864952568,1.0082879199370793
0.06666666666666667,0.2,0.07908542073987238,2.381966011250105,1.0763894369427172
0.06666666666666667,0.23333333333333334,0.08458720907908145,2.420648342753855,1.1447231304855447
0.06666666666666667,0.26666666666666666,0.08922673954055693,2.455969349108945,1.2114675061749844
0.06666666666666667,0.3,0.09309549963446401,2.4875771634341706,1.2748312713168923
0.06666666666666667,0.3333333333333333,0.09626503848781656,2.5151142198203895,1.3329783433738474
0.06666666666666667,0.36666666666666664,0.09879088057129705,2.538230796916433,1.3840324415520295
0.06666666666666667,0.4,0.10071524877350349,2.55660188679434,1.4261492118854822
0.06666666666666667,0.43333333333333335,0.10206902544278507,2.5699462381130864,1.4576423213930605
0.06666666666666667,0.4666666666666667,0.10287320337453651,2.5780455542707115,1.4771409371679203
0.06666666666666667,0.5,0.10313993739314405,2.5807611844574883,1.4837451759268694
0.06666666666666667,0.5333333333333333,0.10287320337453656,2.5780455542707115,1.47714093716792
0.06666666666666667,0.5666666666666667,0.10206902544278519,2.5699462381130864,1.457642321393061
0.06666666666666667,0.6,0.10071524877350363,2.55660188679434,1.4261492118854837
0.06666666666666667,0.6333333333333333,0.09879088057129713,2.538230796916433,1.3840324415520309
0.06666666666666667,0.6666666666666666,0.09626503848781667,2.5151142198203895,1.3329783433738496
0.06666666666666667,0.7,0.09309549963446409,2.4875771634341706,1.2748312713168988
0.06666666666666667,0.7333333333333333,0.08922673954055702,2.455969349108945,1.211467506174989
0.06666666666666667,0.7666666666666666,0.08458720907908154,2.420648342753855,1.1447231304855454
0.06666666666666667,0.8,0.07908542073987244,2.381966011250105,1.0763894369427178
0.06666666666666667,0.8333333333333334,0.07260417256499246,2.34025864952568,1.0082879199370804
0.06666666666666667,0.8666666666666667,0.064991867286281,2.2958405421207706,0.9424465682166361
0.06666666666666667,0.9,0.05604931674597183,2.2490003996803196,0.8814224568546001
0.06666666666666667,0.9333333333333333,0.045509671673114926,2.2,0.8288506914333547
0.06666666666666667,0.9666666666666667,0.03300863823657255,2.149074391389371,0.7903200792645713
0.06666666666666667,1.0,0.01804404234889996,2.09643311523818,0.7058591664593385
0.1,0.0,0.02179422976770489,2.1416922292793874,0.8353988823715606
0.1,0.03333333333333333,0.04030794159374096,2.1961595189594703,0.8841144132683758
0.1,0.06666666666666667,0.05604931674597177,2.2490003996803196,0.8814224568545994
0.1,0.1,0.06948353099147106,2.3,0.8966373274956428
0.1,0.13333333333333333,0.08097755760923081,2.348913556677866,0.9246699779279158
0.1,0.16666666666666666,0.09081831341197472,2.3954638982812737,0.9617524482394517
0.1,0.2,0.09923066188327084,2.439339828220179,1.0050118096973646
0.1,0.23333333333333334,0.10639200171544673,2.4801960972814427,1.0521004196081216
0.1,0.26666666666666666,0.11244317020506744,2.5176558647805747,1.1009229630126036
0.1,0.3,0.11749630365233096,2.551316701949486,1.1494555443482273
0.1,0.3333333333333333,0.12164041723467592,2.5807611844574883,1.1956479544916225
0.1,0.36666666666666664,0.12494535991435096,2.6055728090000843,1.2374059966278468
0.1,0.4,0.12746466120213534,2.625357215773205,1.2726533390098027
0.1,0.43333333333333335,0.12923765543112195,2.6397674732957372,1.2994662772280676
0.1,0.4666666666666667,0.13029113128499453,2.64853068170368,1.3162593639357463
0.1,0.5,0.1306405995921457,2.651471862576143,1.3219802516073913
0.1,0.5333333333333333,0.1302911312849946,2.64853068170368,1.3162593639357467
