regime,diameter_km,tau_hours,tau_true,alpha_true
Mature Tropical Cyclone,118.10421547547854,17.98465574979764,18.013808505160732,2.4
Mature Tropical Cyclone,505.8777743945051,383.0898358744208,434.9342331813152,2.4
Mature Tropical Cyclone,218.748296040416,143.33819219517653,129.8657765542855,2.4
Mature Tropical Cyclone,211.92603182087552,53.686481145405864,62.156938944035275,2.4
Mature Tropical Cyclone,72.1129014525691,5.521270062187307,5.384606777664537,2.4
Mature Tropical Cyclone,69.91589883392376,4.255663051412158,5.383889097081669,2.4
Mature Tropical Cyclone,57.57602952908133,2.6723359924276475,3.1340789006092944,2.4
Mature Tropical Cyclone,313.3941844489132,279.12034685540317,272.60386331072243,2.4
Mature Tropical Cyclone,196.08881995443633,68.84473299639959,63.0064897480371,2.4
Mature Tropical Cyclone,262.69387307958544,116.14870153260911,113.78458848266419,2.4
Mature Tropical Cyclone,59.006763841709386,2.512378067519716,2.547487388986551,2.4
Mature Tropical Cyclone,447.5827134241598,466.44536383351686,483.6073598824502,2.4
Mature Tropical Cyclone,318.6564402734767,189.46016943487524,226.2411472404017,2.4
Mature Tropical Cyclone,78.32065120425783,6.742301945900944,7.350605616418279,2.4
Mature Tropical Cyclone,81.77099806582244,5.8760141451814265,6.2099653617053985,2.4
Mature Tropical Cyclone,78.30626280820914,7.1116825436359585,6.264408643232559,2.4
Mature Tropical Cyclone,96.56205343156965,12.729121234355116,12.214920354171188,2.4
Mature Tropical Cyclone,174.4050970071703,33.43822833601082,41.316611106570086,2.4
Mature Tropical Cyclone,136.2347322378181,25.719767996517266,24.738724331708923,2.4
Mature Tropical Cyclone,105.64606328749517,10.854017058486761,11.367348974720237,2.4
Mature Tropical Cyclone,193.38869211496103,61.64220778331205,66.85843457402477,2.4
Mature Tropical Cyclone,67.1552106951719,5.288983820259658,4.914671810303032,2.4
Mature Tropical Cyclone,94.9492241320116,12.929665852728368,11.425005371811078,2.4
Mature Tropical Cyclone,103.3913319807971,19.25358729504871,17.21780085487223,2.4
Mature Tropical Cyclone,146.32827763421108,25.558838503221835,28.26683726111684,2.4
Mature Tropical Cyclone,311.32640366676577,167.8869179183862,174.23346107905394,2.4
Mature Tropical Cyclone,79.21755721175141,7.131653581745412,6.853719616920688,2.4
Mature Tropical Cyclone,160.34449380611542,43.824076448708716,38.98269936621704,2.4
Mature Tropical Cyclone,174.66647550203695,56.69332053761143,60.0487846147296,2.4
Mature Tropical Cyclone,53.80290206811221,2.8741839951435892,2.9389368002745853,2.4
Mature Tropical Cyclone,197.06419989097137,57.16890581325937,65.28552501994156,2.4
Mature Tropical Cyclone,69.44167065876304,5.053897632591194,5.834009786393587,2.4
Mature Tropical Cyclone,57.334754565903836,3.590691861495021,3.257114902571262,2.4
Mature Tropical Cyclone,459.0856376279191,506.6586401116568,430.5608580013384,2.4
Mature Tropical Cyclone,537.198569734258,468.24516756802615,472.30890707732425,2.4
Mature Tropical Cyclone,326.16158348865315,223.4407332704112,198.09015505359335,2.4
Mature Tropical Cyclone,102.92763419831083,12.782891011460755,12.2400249329831,2.4
Mature Tropical Cyclone,62.23799627825615,3.6099542343572755,3.900518392100092,2.4
Mature Tropical Cyclone,207.27078431458412,104.16043241066971,99.73980621342477,2.4
Mature Tropical Cyclone,137.46790423603943,31.133685690029854,25.886613613505,2.4
Blocking High,975.3806644160825,9007.346737946187,9021.947460894407,2.6
Blocking High,3112.653796019211,116382.86899982089,132133.2208366701,2.6
Blocking High,1505.0562723551313,52646.03422904546,47697.81181800445,2.6
Blocking High,1560.8913365632636,22136.572527087876,25629.20045494831,2.6
Blocking High,665.8868360552287,3342.520735971745,3259.7861735941897,2.6
Blocking High,645.607781069398,2576.3890411371635,3259.4199072730285,2.6
Blocking High,558.9280889958866,1761.2814475407365,2065.6066596466612,2.6
Blocking High,2013.4035882252783,91250.33659327176,89119.96049007538,2.6
Blocking High,1442.4348919223958,28326.34387704732,25924.183556378863,2.6
Blocking High,1829.6369722009763,43554.37935438511,42667.865125166245,2.6
Blocking High,583.8955327650654,1710.616330038857,1734.521402055762,2.6
Blocking High,2727.0934286846414,139365.79583570053,144493.50300772942,2.6
Blocking High,2082.7941122354728,63778.14927802353,76159.76331367911,2.6
Blocking High,702.6986571293157,3887.061254373498,4237.759524420369,2.6
Blocking High,745.1808008000097,3478.5155917495267,3676.209893509328,2.6
Blocking High,713.0310404245614,4204.247760041231,3703.360751087203,2.6
Blocking High,826.6291793339308,6776.132488858803,6502.406343442715,2.6
Blocking High,1333.9594096803226,14700.614551435665,18164.227133862347,2.6
Blocking High,1092.6004629853244,12255.505947338102,11788.037248931294,2.6
Blocking High,910.4256772452273,5843.558428177072,6119.924775253426,2.6
Blocking High,1414.790961542425,25127.65042029609,27253.97794851769,2.6
Blocking High,625.3644328830543,3248.134518492375,3018.257513467487,2.6
Blocking High,817.8609926847953,6955.513896472868,6146.081773191404,2.6
Blocking High,857.4468584416736,9711.538579983342,8684.6848175437,2.6
Blocking High,1159.1768654185514,11926.550798581771,13190.18743623492,2.6
Blocking High,2084.6139975680144,58881.82355041976,61107.702964819546,2.6
Blocking High,715.3590359863341,4156.959631707563,3994.9550897295094,2.6
Blocking High,1233.02472068774,19443.29037084105,17295.33180473658,2.6
Blocking High,1290.5746361179479,23503.367063107973,24894.442821658064,2.6
Blocking High,525.4129051331832,1913.5320215361505,1956.6421934360053,2.6
Blocking High,1444.8563422484315,23391.435577072905,26712.460749338912,2.6
Blocking High,636.4870869688984,3021.3135389918903,3487.6790223400067,2.6
Blocking High,554.6082724902577,2352.2867084375785,2133.7581693747243,2.6
Blocking High,2827.3829596554556,154167.55158053045,131012.29906954784,2.6
Blocking High,3280.277526610516,140423.77159831885,141642.46143905458,2.6
Blocking High,2158.195914327584,76802.7494963454,68089.05580282582,2.6
Blocking High,880.9551662733136,6802.562780537532,6513.670340090567,2.6
Blocking High,592.0892361779046,2298.9111195089913,2483.9498013870884,2.6
Blocking High,1461.308294551417,39875.2251636341,38182.89861602134,2.6
Blocking High,1097.8778706298617,14729.97816216894,12247.481940165631,2.6
Baroclinic Wave,472.4168619019143,131.34476889112398,131.55767604758972,1.8
Baroclinic Wave,2023.5110975780208,1262.1377844225801,1432.9456906211083,1.8
Baroclinic Wave,874.9931841616642,638.8520318919731,578.8060666480633,1.8
Baroclinic Wave,847.7041272835022,287.6766226910525,333.06519426751754,1.8
Baroclinic Wave,288.45160581027653,54.533394130905585,53.183575579347206,1.8
Baroclinic Wave,279.6635953356951,42.03443799756065,53.17825911098062,1.8
Baroclinic Wave,230.30411811632538,30.218688816542514,35.44006266142004,1.8
Baroclinic Wave,1253.5767377956533,1033.52391750619,1009.3947500078705,1.8
Baroclinic Wave,784.3552798177456,367.6515790717924,336.4736042893504,1.8
Baroclinic Wave,1050.775492318342,535.0637575223282,524.1729667083132,1.8
Baroclinic Wave,236.0270553668376,29.920511910957305,30.338637226058122,1.8
Baroclinic Wave,1790.3308536966397,1496.5443520828535,1551.6069387198309,1.8
Baroclinic Wave,1274.625761093907,734.9995270233725,877.6891560422663,1.8
Baroclinic Wave,313.28260481703154,61.60833250400263,67.16675677769176,1.8
Baroclinic Wave,327.0839922632901,56.004454959428465,59.187353332775665,1.8
Baroclinic Wave,313.22505123283645,67.63389187523327,59.576103719338896,1.8
Baroclinic Wave,386.2482137262787,102.4443001158387,98.30599800373226,1.8
Baroclinic Wave,697.6203880286814,198.43767173377074,245.19158220735846,1.8
Baroclinic Wave,544.9389289512726,173.5140945467652,166.89564825156106,1.8
Baroclinic Wave,422.5842531499808,88.93807769946132,93.144331808477,1.8
Baroclinic Wave,773.5547684598444,324.3404918448596,351.7865166339347,1.8
Baroclinic Wave,268.62084278068767,53.44543851832211,49.66299746827097,1.8
Baroclinic Wave,379.79689652804626,105.81207594468728,93.49843606479868,1.8
Baroclinic Wave,413.56532792318853,142.20971797151975,127.17311149028536,1.8
Baroclinic Wave,585.3131105368444,166.7761123832469,184.44630131313352,1.8
Baroclinic Wave,1245.3056146670633,695.2580119799316,721.5404944719605,1.8
Baroclinic Wave,316.87022884700576,66.31636187056762,63.731888413441695,1.8
Baroclinic Wave,641.3779752244618,263.88021678789937,234.728578291305,1.8
Baroclinic Wave,698.6659020081479,306.42054159792553,324.5564191593892,1.8
Baroclinic Wave,215.2116082724489,33.027754046003096,33.77183992403627,1.8
Baroclinic Wave,788.2567995638857,302.59914159071417,345.5609924364074,1.8
Baroclinic Wave,277.76668263505223,48.926786180278015,56.479052435056985,1.8
Baroclinic Wave,229.33901826361543,40.21442878734821,36.478489481725255,1.8
Baroclinic Wave,1836.3425505116768,1673.4735537742717,1422.1255735356835,1.8
Baroclinic Wave,2148.7942789370322,1511.2238776410197,1524.33927231954,1.8
Baroclinic Wave,1304.646333954613,896.1045073267647,794.4365300026034,1.8
Baroclinic Wave,411.7105367932434,102.82424925806032,98.45749083720813,1.8
Baroclinic Wave,248.9519851130248,38.648545155728094,41.759355222038735,1.8
Baroclinic Wave,829.0831372583367,495.9040794982716,474.8576368672775,1.8
Baroclinic Wave,549.871616944158,207.67000012894172,172.67062775596784,1.8
Mesoscale Convective System,54.98935574483377,1.6354663478927043,1.6381174050498715,1.5
Mesoscale Convective System,297.5213046478216,14.985533224062374,17.013558678067458,1.5
Mesoscale Convective System,117.73413704186328,7.723420948381036,6.99749343672057,1.5
Mesoscale Convective System,108.05946769876877,3.5163801614390495,4.071181838247327,1.5
Mesoscale Convective System,30.72886219661156,0.6913981617791127,0.6742845733044518,1.5
Mesoscale Convective System,29.79238064258192,0.5329320045548247,0.6742185116973712,1.5
Mesoscale Convective System,23.579235505888025,0.38623672241724555,0.4529731163291032,1.5
Mesoscale Convective System,178.10535302662663,12.357134263051288,12.068638411739165,1.5
Mesoscale Convective System,100.08383161663916,4.4930327749159344,4.112009897476695,1.5
Mesoscale Convective System,140.02169375117145,6.481460146655156,6.349535258014852,1.5
Mesoscale Convective System,23.800525042673897,0.3836116617825953,0.3889724573276894,1.5
Mesoscale Convective System,265.2930930433331,17.740530920269702,18.39326100436229,1.5
Mesoscale Convective System,178.63582677115699,8.812397570481858,10.523198317785022,1.5
Mesoscale Convective System,34.145017722227465,0.7774730052420857,0.8476181406293303,1.5
Mesoscale Convective System,35.21089606413529,0.7085373873417508,0.7488056570581417,1.5
Mesoscale Convective System,33.74057037954095,0.8555549889889366,0.7536256061625157,1.5
Mesoscale Convective System,43.69591958858175,1.2830327200336273,1.2312038041328595,1.5
Mesoscale Convective System,86.30266069806557,2.4404264878712127,3.0154155034870667,1.5
Mesoscale Convective System,64.924643858259,2.150328800032128,2.068307591799919,1.5
Mesoscale Convective System,47.55500325953415,1.115075723812217,1.1678123240004759,1.5
Mesoscale Convective System,99.1363703576506,3.9602192279555704,4.295337037275014,1.5
Mesoscale Convective System,28.425188730712364,0.6785298634259722,0.6305089418981575,1.5
Mesoscale Convective System,42.75584860590898,1.3265359511544628,1.172163344394717,1.5
Mesoscale Convective System,47.97966815705109,1.7719497639650597,1.5845918837490625,1.5
Mesoscale Convective System,70.42035171130618,2.062712797387451,2.2812604318003067,1.5
Mesoscale Convective System,171.2137225332525,8.368510298462331,8.684860806638927,1.5
Mesoscale Convective System,34.35913684978103,0.8377622274652214,0.8051130564432584,1.5
Mesoscale Convective System,79.00712017820045,3.2480730709593373,2.8892487031165723,1.5
Mesoscale Convective System,88.83591412083494,3.7474258806048346,3.9692219018079036,1.5
Mesoscale Convective System,21.930331908908926,0.422546190949588,0.4320657802339325,1.5
Mesoscale Convective System,100.84423217040843,3.696070518002186,4.220824254826556,1.5
Mesoscale Convective System,29.765142064369776,0.6195725518228362,0.7152088533423715,1.5
Mesoscale Convective System,23.54685806555727,0.5137004632875743,0.46597744918581613,1.5
Mesoscale Convective System,269.80136743279286,19.872379461827148,16.887640068127237,1.5
Mesoscale Convective System,317.8587707552584,17.920876351893774,18.07640550268177,1.5
Mesoscale Convective System,181.0691676023479,10.765346758134019,9.543959050401401,1.5
Mesoscale Convective System,46.58346657644536,1.2877517697735181,1.233063299639271,1.5
Mesoscale Convective System,25.900896662235564,0.49236971269529156,0.5320004064879655,1.5
Mesoscale Convective System,109.41718495957667,6.01893926940682,5.763492167295515,1.5
Mesoscale Convective System,65.73070794415895,2.571873069402462,2.138426046740784,1.5
Tropical Disturbance,167.5910788194824,5.584863810898893,5.5939167597393045,1.2
Tropical Disturbance,423.39754503421585,12.848805317365724,14.587662643799227,1.2
Tropical Disturbance,223.70979448759903,11.190090018150858,10.138328854746236,1.2
Tropical Disturbance,244.89738038212036,7.014723573562201,8.121481154450777,1.2
Tropical Disturbance,125.01349768117035,3.9877263597636725,3.8890215733712035,1.2
Tropical Disturbance,121.20749623647453,3.0739305817956457,3.888865529197335,1.2
Tropical Disturbance,109.18372700802517,2.8175145853764865,3.304342357850598,1.2
Tropical Disturbance,283.42280106720625,12.976833962508342,12.673870291348434,1.2
Tropical Disturbance,226.08675247492738,8.91036405383702,8.154738016613717,1.2
Tropical Disturbance,274.605689836149,9.945228701228048,9.742801600046388,1.2
Tropical Disturbance,115.8084899331332,3.0617232064514845,3.1045093721514165,1.2
Tropical Disturbance,368.0758854502086,14.526528300319972,15.061005091440554,1.2
Tropical Disturbance,297.22850992382155,10.034230488030191,11.982232593045929,1.2
Tropical Disturbance,128.94605444213596,3.917557597650951,4.271007307443755,1.2
Tropical Disturbance,138.4439128386086,3.8413011419377945,4.059613616634099,1.2
Tropical Disturbance,132.386134351191,4.620810493454059,4.070294900865174,1.2
Tropical Disturbance,146.13906604459376,5.186036111773506,4.976542912341764,1.2
Tropical Disturbance,215.6590013490871,5.812482316489047,7.181961586630031,1.2
Tropical Disturbance,183.41279695603504,6.398514777281411,6.154452607386081,1.2
Tropical Disturbance,161.80486951816417,4.6500482358129,4.869968488250823,1.2
Tropical Disturbance,220.79047088908723,7.6540239032811215,8.301715249467122,1.2
Tropical Disturbance,118.19511391641898,4.071733809845393,3.7835690284494916,1.2
Tropical Disturbance,145.2999189309057,5.519738058774426,4.877391085801382,1.2
Tropical Disturbance,147.81690028676246,6.170799029897533,5.518326906255922,1.2
Tropical Disturbance,192.69469699383757,5.792725364100724,6.4064736409965715,1.2
Tropical Disturbance,303.2445620801006,10.672697157423869,11.076151661146751,1.2
Tropical Disturbance,131.94509654406988,4.351548968195197,4.181960913475995,1.2
Tropical Disturbance,200.1933235821487,7.933815493408162,7.057343115229034,1.2
Tropical Disturbance,202.99909134175496,7.588428730805893,8.037559241535075,1.2
Tropical Disturbance,103.12197443293283,3.1696017394034572,3.2410100431589743,1.2
Tropical Disturbance,225.87664394048176,7.217692435654948,8.242432374574232,1.2
Tropical Disturbance,118.79325575202307,3.4512740443879792,3.9840075945824625,1.2
Tropical Disturbance,108.03421533325077,3.6852271856275833,3.3428678507296623,1.2
Tropical Disturbance,384.87897113422076,17.11375790145095,14.54335069476372,1.2
Tropical Disturbance,443.50776074281345,14.82553993687001,14.95420572257592,1.2
Tropical Disturbance,311.0062773102179,12.985693593940175,11.512395344625828,1.2
Tropical Disturbance,155.71985129185882,5.200474296551702,4.979619633466356,1.2
Tropical Disturbance,113.81983614911755,3.2663745814807768,3.5292841137146347,1.2
Tropical Disturbance,221.4544389523302,9.779005824510469,9.36397942407846,1.2
Tropical Disturbance,183.6864074074215,7.503681605018581,6.239059143906157,1.2
Frontal Zone,118.10421547547854,7.853514231187017,7.866244615482804,1.6
Frontal Zone,505.8777743945051,57.879288688758244,65.71222122211857,1.6
Frontal Zone,218.748296040416,32.401175775513856,29.35577593743789,1.6
Frontal Zone,211.92603182087552,15.514298844054707,17.962088507861644,1.6
Frontal Zone,72.1129014525691,3.6059365352855903,3.5166818664970183,1.6
Frontal Zone,69.91589883392376,2.7794932220280124,3.5163693818577446,1.6
Frontal Zone,57.57602952908133,2.0903459732257943,2.451529009909085,1.6
Frontal Zone,313.3941844489132,49.277036354467604,48.12658996045795,1.6
Frontal Zone,196.08881995443633,19.804902623044637,18.125386500445778,1.6
Frontal Zone,262.69387307958544,27.437863907765056,26.879388339196183,1.6
